image,image2,image3,image4,label
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00747-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00747-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00747-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00747-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00747-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-001-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-001-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-001-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-001-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00750-001-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00751-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00751-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00751-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00751-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00751-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00753-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00753-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00753-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00753-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00753-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-001-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-001-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-001-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-001-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00756-001-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00758-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00758-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00758-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00758-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00758-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00764-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00764-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00764-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00764-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00764-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00765-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00765-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00765-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00765-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00765-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-001-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-001-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-001-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-001-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00767-001-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-001-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-001-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-001-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-001-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00768-001-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00772-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00772-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00772-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00772-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00772-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00773-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00773-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00773-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00773-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00773-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00774-001-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00774-001-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00774-001-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00774-001-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00774-001-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-001-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-001-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-001-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-001-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00775-001-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-001-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-001-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-001-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-001-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00777-001-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00780-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00780-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00780-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00780-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00780-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00781-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00781-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00781-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00781-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00781-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00782-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00782-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00782-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00782-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00782-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00784-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00784-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00784-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00784-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00784-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00787-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00787-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00787-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00787-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00787-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00789-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00789-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00789-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00789-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00789-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00791-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00791-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00791-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00791-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00791-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00792-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00792-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00792-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00792-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00792-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00793-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00793-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00793-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00793-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00793-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00795-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00795-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00795-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00795-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00795-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00797-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00797-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00797-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00797-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00797-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00802-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00802-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00802-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00802-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00802-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00804-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00804-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00804-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00804-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00804-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00805-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00805-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00805-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00805-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00805-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00807-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00807-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00807-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00807-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00807-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00808-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00808-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00808-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00808-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00808-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00809-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00809-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00809-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00809-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00809-000-seg.nii.gz
